File	Total Reads	Aligned Reads	Unaligned Reads	Ambiguously Aligned Reads	No Genomic Sequence	Duplicate Reads (removed)	Unique Reads (remaining)	Total Cs	Methylated CpGs	Unmethylated CpGs	Methylated chgs	Unmethylated chgs	Methylated CHHs	Unmethylated CHHs
SRR3670466_GSM2200760_2-Cell_embryo13_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	14008413	2605530	10474330	928553	0	423574	2181956	66022289	1149810	2891979	528699	15072757	1731258	44647786
SRR3670466_GSM2200760_2-Cell_embryo13_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	13789304	1919327	10855491	1014484	2	274244	1645083	48406602	841955	2089119	412029	10826001	1452670	32784828
SRR3670467_GSM2200761_2-Cell_embryo13_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16601058	4098048	10989112	1513894	4	835791	3262257	98382640	1727735	4102073	855935	22334881	2674928	66687088
SRR3670467_GSM2200761_2-Cell_embryo13_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16317566	2957419	11735599	1624541	7	530781	2426638	71413848	1251850	2919730	667491	15829706	2210617	48534454
SRR3670468_GSM2200762_2-Cell_embryo14_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17329268	3893707	12339662	1095896	3	821093	3072614	92318864	1785466	3857788	589710	21394097	1995735	62696068
SRR3670468_GSM2200762_2-Cell_embryo14_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17043794	2906349	12964351	1173087	7	555659	2350690	68663432	1324128	2816835	469830	15610897	1700477	46741265
SRR3670469_GSM2200763_2-Cell_embryo14_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16252293	4714765	10091042	1446485	1	897585	3817180	115254341	2257810	4664268	821555	26544702	2608605	78357401
SRR3670469_GSM2200763_2-Cell_embryo14_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	15993788	3507859	10928507	1557415	7	578273	2929586	86074359	1682415	3435172	677866	19468243	2267990	58542673
SRR3670470_GSM2200764_2-Cell_embryo15_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18126746	5115494	11348265	1662984	3	1170458	3945036	118350011	2190198	4651565	1203722	26661197	3601246	80042083
SRR3670470_GSM2200764_2-Cell_embryo15_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17801454	3722048	12329840	1749558	8	757867	2964181	86700021	1603071	3340885	934952	19130294	2960392	58730427
SRR3670471_GSM2200765_4-Cell_embryo1_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	9348909	2959259	5790967	598681	2	1258593	1700666	48559679	1187849	1384622	679845	10865666	1992665	32449032
SRR3670471_GSM2200765_4-Cell_embryo1_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	9126733	2347641	6195393	583698	1	995302	1352339	37295958	918498	1059663	558540	8276776	1735246	24747235
SRR3670472_GSM2200766_4-Cell_embryo1_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	20797293	5786785	13888152	1122352	4	2611845	3174940	91420401	2017406	2748216	856551	20638609	2549844	62609775
SRR3670472_GSM2200766_4-Cell_embryo1_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	20349116	4554285	14686239	1108590	2	2041062	2513223	69652783	1541350	2077893	725483	15589893	2293232	47424932
SRR3670473_GSM2200767_4-Cell_embryo1_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	19490606	5221980	13070658	1197962	6	1241140	3980840	116769531	2783486	3678053	1372133	26560316	3908444	78467099
SRR3670473_GSM2200767_4-Cell_embryo1_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	19034117	4100013	13742854	1191247	3	897149	3202864	90127810	2138950	2792097	1144168	20242688	3394478	60415429
SRR3670474_GSM2200768_4-Cell_embryo2_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16992686	4740863	11172293	1079529	1	1784202	2956661	85192986	2056241	2290255	843227	19098250	2502675	58402338
SRR3670474_GSM2200768_4-Cell_embryo2_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16636667	3727537	11814009	1095120	1	1363883	2363654	65568917	1584032	1749935	707621	14565682	2222438	44739209
SRR3670475_GSM2200769_4-Cell_embryo2_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16618075	4400102	11272639	945330	4	1554948	2845154	82486737	1953644	2344773	787714	18595974	2331675	56472957
SRR3670475_GSM2200769_4-Cell_embryo2_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16306500	3455669	11915846	934974	11	1174351	2281318	63261659	1499914	1766937	678771	14062600	2125619	43127818
SRR3670476_GSM2200770_4-Cell_embryo2_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	14995186	4333695	9842696	818791	4	1253735	3079960	89784310	2135381	2471311	894523	20271676	2601634	61409785
SRR3670476_GSM2200770_4-Cell_embryo2_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	14856824	3651434	10378413	826965	12	1051761	2599673	74289534	1764994	2038987	793559	16612534	2413844	50665616
SRR3670477_GSM2200771_4-Cell_embryo3_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	19395973	3980995	14662116	752860	2	924785	3056210	88519925	1952670	2705054	992050	20018497	2868460	59983194
SRR3670477_GSM2200771_4-Cell_embryo3_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	19243913	3369992	15119945	753971	5	779354	2590638	73588894	1623106	2230543	865508	16439704	2627628	49802405
SRR3670478_GSM2200772_4-Cell_embryo3_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	14883178	3711116	10399468	772594	0	824856	2886260	84095684	1921779	2491317	840779	19074086	2462843	57304880
SRR3670478_GSM2200772_4-Cell_embryo3_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	14776078	3148364	10845774	781934	6	698816	2449548	69985414	1592897	2056379	736228	15674797	2272287	47652826
SRR3670479_GSM2200773_4-Cell_embryo3_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	14232313	2896989	10758665	576659	0	751698	2145291	62712220	1426721	1892170	880674	13951442	2508087	42053126
SRR3670479_GSM2200773_4-Cell_embryo3_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	14110310	2483919	11032132	594258	1	642811	1841108	52826334	1201789	1598986	763015	11664722	2278108	35319714
SRR3670480_GSM2200774_4-Cell_embryo4_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18545275	5434952	12123384	986939	0	1601634	3833318	110565042	2583061	3594852	1201381	25318367	3444148	74423233
SRR3670480_GSM2200774_4-Cell_embryo4_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18365638	4599851	12768270	997513	4	1347486	3252365	92734282	2178062	2998929	1116240	20991972	3290419	62158660
SRR3670481_GSM2200775_4-Cell_embryo5_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17722685	4475594	11809973	1437116	2	1319499	3156095	92419512	2215979	2677799	1102007	20543881	3192494	62687352
SRR3670481_GSM2200775_4-Cell_embryo5_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17527529	3761610	12240955	1524963	1	1085506	2676104	77013483	1845487	2229455	961100	16989236	2890946	52097259
SRR3670482_GSM2200776_4-Cell_embryo6_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17102356	4457968	11428172	1216216	0	1149189	3308779	100088842	2039138	3965841	1016301	22975401	3028423	67063738
SRR3670482_GSM2200776_4-Cell_embryo6_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16821687	3418128	12045902	1357655	2	772238	2645890	78066564	1587108	3058433	822709	17616961	2584747	52396606
SRR3670483_GSM2200777_4-Cell_embryo6_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17324953	4672648	11483414	1168890	1	1015563	3657085	110354377	2223848	4349574	1129801	25305713	3306929	74038512
SRR3670483_GSM2200777_4-Cell_embryo6_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16914825	3488093	12135828	1290900	4	658050	2830043	83268913	1679483	3240847	890859	18749202	2771853	55936669
SRR3670484_GSM2200778_4-Cell_embryo6_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17719111	4653541	11286583	1778985	2	1372991	3280550	99827240	1993153	3948486	970817	22579592	2952977	67382215
SRR3670484_GSM2200778_4-Cell_embryo6_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17285662	3406966	11770329	2108357	10	873045	2533921	75071650	1495785	2945134	757700	16617505	2467384	50788142
SRR3670485_GSM2200779_4-Cell_embryo6_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	19852952	4574324	14019191	1259437	0	1142460	3431864	103302487	2121952	3715746	1307570	23147100	3716287	69293832
SRR3670485_GSM2200779_4-Cell_embryo6_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	19358467	3274557	14690131	1393770	9	706402	2568155	75363570	1540757	2646290	982308	16468551	2982891	50742773
SRR3670486_GSM2200780_4-Cell_embryo7_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	19730131	3630337	14301468	1798319	7	958204	2672133	80750058	1639526	2836490	942121	17604235	2985042	54742644
SRR3670486_GSM2200780_4-Cell_embryo7_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	19309791	2711895	14502819	2095076	1	628977	2082918	61226419	1229765	2121991	739619	13087525	2552834	41494685
SRR3670487_GSM2200781_4-Cell_embryo7_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17961934	3826750	12235258	1899921	5	930279	2896471	87433724	1768386	3164727	920517	19319918	2821544	59438632
SRR3670487_GSM2200781_4-Cell_embryo7_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17553171	2814657	12591669	2146841	4	603578	2211079	64805951	1303262	2324075	706800	14068004	2339209	44064601
SRR3670488_GSM2200782_4-Cell_embryo7_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	19497782	3892017	13745444	1860318	3	929514	2962503	89605107	1779613	3218243	1045713	19678316	3135545	60747677
SRR3670488_GSM2200782_4-Cell_embryo7_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	19017140	2763344	14188719	2065073	4	571114	2192230	64591029	1277403	2276392	788138	13846009	2512384	43890703
SRR3670489_GSM2200783_4-Cell_embryo7_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	15919343	3002611	11372709	1544022	1	730609	2272002	68641608	1410775	2376311	750619	15010360	2453276	46640267
SRR3670489_GSM2200783_4-Cell_embryo7_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	15504913	2120127	11603680	1781098	8	439378	1680749	49340055	998224	1682792	556642	10537841	1995349	33569207
SRR3670490_GSM2200784_4-Cell_embryo8_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18131994	3230246	13229147	1672597	4	761485	2468761	74836183	1501043	2769753	797331	16530675	2456006	50781375
SRR3670490_GSM2200784_4-Cell_embryo8_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17695339	2385606	13386924	1922803	6	493378	1892228	55628400	1108057	2051492	595435	12124058	1985984	37763374
SRR3670491_GSM2200785_4-Cell_embryo8_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16466483	2913597	10821111	2731774	1	941648	1971949	62045596	1107029	1934674	676642	12466394	2088791	43772066
SRR3670491_GSM2200785_4-Cell_embryo8_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16070136	2107249	10718614	3244273	0	593702	1513547	46216106	826932	1455008	499955	9240764	1650309	32543138
SRR3670492_GSM2200786_4-Cell_embryo8_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	21314480	4255985	15113524	1944967	4	1044149	3211836	98064092	1862921	3901072	1202405	21804988	3530227	65762479
SRR3670492_GSM2200786_4-Cell_embryo8_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	20823076	3138952	15495148	2188974	2	667804	2471148	73463775	1392598	2908086	925440	16112948	2893824	49230879
SRR3670493_GSM2200787_4-Cell_embryo8_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18272771	3139781	13347633	1785355	2	747057	2392724	73947674	1491567	2953988	959345	16298253	2814133	49430388
SRR3670493_GSM2200787_4-Cell_embryo8_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17838177	2295182	13451389	2091604	2	472548	1822634	54673297	1099197	2172756	717364	11908278	2252452	36523250
SRR3670494_GSM2200788_8-Cell_embryo1_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17795346	4688818	12127296	979230	2	1396934	3291884	95815107	1849064	2766129	1099967	21087251	3206059	65806637
SRR3670494_GSM2200788_8-Cell_embryo1_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17651116	3986209	12675960	988945	2	1198109	2788100	79762272	1546214	2285688	967337	17414804	2924256	54623973
SRR3670495_GSM2200789_8-Cell_embryo1_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16588127	4885862	10732455	969809	1	1223779	3662083	106294434	2371987	3254330	1208837	24198389	3415082	71845809
SRR3670495_GSM2200789_8-Cell_embryo1_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16452810	4113255	11370843	968709	3	1019294	3093961	88095766	1972958	2678265	1056007	19847786	3117976	59422774
SRR3670496_GSM2200790_8-Cell_embryo1_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	15511484	2517334	12515103	479047	0	696319	1821015	53534854	1201014	1722037	667671	12160653	1920183	35863296
SRR3670496_GSM2200790_8-Cell_embryo1_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	15391455	2185474	12702457	503522	2	601784	1583690	45781198	1026492	1470910	596714	10318389	1802416	30566277
SRR3670497_GSM2200791_8-Cell_embryo1_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	21666584	5643729	14607976	1414878	1	2815141	2828588	81925592	1904344	2260182	1031762	18038615	2964341	55726348
SRR3670497_GSM2200791_8-Cell_embryo1_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	21399437	4788261	15136795	1474379	2	2447433	2340828	66855567	1575277	1850679	921462	14616731	2757497	45133921
SRR3670498_GSM2200792_8-Cell_embryo2_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	14455073	4570994	9020965	863114	0	1299648	3271346	92588185	1938697	2869817	1325023	20606676	3772697	62075275
SRR3670498_GSM2200792_8-Cell_embryo2_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	14314061	3872405	9594703	846950	3	1103643	2768762	77568407	1637398	2381427	1197908	17047029	3480725	51823920
SRR3670499_GSM2200793_8-Cell_embryo2_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16479533	4652721	10944215	882596	1	1321408	3331313	94457876	2101423	2824892	1467376	20892099	4177777	62994309
SRR3670499_GSM2200793_8-Cell_embryo2_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16343313	3976991	11496967	869355	0	1124934	2852057	80064240	1788826	2374069	1322378	17506524	3846995	53225448
SRR3670500_GSM2200794_8-Cell_embryo2_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	20723088	5721371	13563861	1437855	1	1639803	4081568	118324709	2363864	4020384	1621742	26451776	4600477	79266466
SRR3670500_GSM2200794_8-Cell_embryo2_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	20501492	4844850	14151688	1504954	0	1377385	3467465	99350611	1980663	3362614	1376791	22016751	4053854	66559938
SRR3670501_GSM2200795_8-Cell_embryo2_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17212097	2199845	14511648	500604	0	448104	1751741	50920018	1211781	1732724	838292	11495954	2369255	33272012
SRR3670501_GSM2200795_8-Cell_embryo2_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16205030	3870858	10821855	1512316	1	609586	3261272	59817271	1422940	2042881	1018380	13381961	3073766	38877343
SRR3670502_GSM2200796_8-Cell_embryo3_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18244641	2532803	14777459	934379	0	444446	2088357	63546190	1061687	2579709	780300	14329534	2235942	42559018
SRR3670502_GSM2200796_8-Cell_embryo3_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17951454	1866514	14990218	1094722	0	272443	1594071	47137030	774274	1878401	564111	10400823	1732205	31787216
SRR3670503_GSM2200797_8-Cell_embryo3_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16031324	3498578	11353958	1178786	2	805261	2693317	81798600	1325705	3280655	956776	18405110	2766301	55064053
SRR3670503_GSM2200797_8-Cell_embryo3_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	15768926	2600653	11808818	1359455	0	509837	2090816	61997839	1000582	2451287	732225	13709078	2233731	41870936
SRR3670504_GSM2200798_8-Cell_embryo3_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17214482	3975880	12134400	1104197	5	856126	3119754	94546072	1488776	3821506	1110365	21375128	3190983	63559314
SRR3670504_GSM2200798_8-Cell_embryo3_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16899332	2902811	12760292	1236228	1	523828	2378983	70250261	1098043	2791838	834242	15570632	2539630	47415876
SRR3670505_GSM2200799_8-Cell_embryo3_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17417766	4266884	12076898	1073983	1	1012683	3254201	98459054	1652239	4111663	1258424	22421566	3621737	65393425
SRR3670505_GSM2200799_8-Cell_embryo3_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17122336	3170825	12757631	1193880	0	639240	2531585	74739406	1253525	3079527	970653	16740704	2945683	49749314
SRR3670506_GSM2200800_8-Cell_embryo3_single_cell_5_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	19104588	4474373	12955729	1674486	0	981470	3492903	106159947	1765224	4408990	1308525	23890329	3990000	70796879
SRR3670506_GSM2200800_8-Cell_embryo3_single_cell_5_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18762905	3301601	13556337	1904964	3	614071	2687530	79396832	1317268	3264440	1000820	17633312	3202731	52978261
SRR3670507_GSM2200801_8-Cell_embryo3_single_cell_6_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17004370	2751501	13070340	1182527	2	464894	2286607	70449130	1163273	2897802	950520	15430420	3656214	46350901
SRR3670507_GSM2200801_8-Cell_embryo3_single_cell_6_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16698051	2014790	13227795	1455464	2	285295	1729495	51463616	831610	2069410	733785	10953635	3140228	33734948
SRR3670508_GSM2200802_8-Cell_embryo3_single_cell_7_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17872958	4525087	11913530	1434341	0	933882	3591205	109302628	1827744	4524962	1339503	24724989	3775666	73109764
SRR3670508_GSM2200802_8-Cell_embryo3_single_cell_7_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17602765	3344998	12652026	1605740	1	591398	2753600	81596979	1363423	3349572	1019710	18216649	3049050	54598575
SRR3670509_GSM2200803_8-Cell_embryo3_single_cell_8_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18699227	4669146	12525568	1504513	0	966529	3702617	113069337	1777838	4544720	1353370	25291547	3886619	76215243
SRR3670509_GSM2200803_8-Cell_embryo3_single_cell_8_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18417480	3433989	13298573	1684915	3	602956	2831033	84262884	1325046	3347621	1036987	18577111	3112397	56863722
SRR3670510_GSM2200804_8-Cell_embryo4_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18833482	4196287	13025705	1611489	1	895067	3301220	100985201	1759590	4275950	1096100	22888932	3197077	67767552
SRR3670510_GSM2200804_8-Cell_embryo4_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18555754	3126451	13591645	1837656	2	572600	2553851	75978507	1324563	3194079	838592	17025060	2592479	51003734
SRR3670511_GSM2200805_8-Cell_embryo4_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17771759	3007768	13492218	1271773	0	554062	2453706	74665040	1418525	2806834	1025659	16569325	2995970	49848727
SRR3670511_GSM2200805_8-Cell_embryo4_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17502459	2230299	13776605	1495552	3	349077	1881222	55499999	1042358	2060471	754175	12136084	2370502	37136409
SRR3670512_GSM2200806_8-Cell_embryo4_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18289229	3759039	13152785	1377403	2	755513	3003526	91281770	1695714	3807746	1019790	20840370	2970269	60947881
SRR3670512_GSM2200806_8-Cell_embryo4_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18007977	2780639	13673325	1554010	3	474704	2305935	68245782	1263934	2819476	779033	15364881	2390544	45627914
SRR3670513_GSM2200807_Morular_embryo1_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	14094559	3330961	10237204	526394	0	869308	2461653	72493254	1257656	2679346	1109913	16206048	3078328	48161963
SRR3670513_GSM2200807_Morular_embryo1_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	13979913	2826869	10612936	540107	1	736692	2090177	60580648	1055042	2220486	960461	13421603	2771341	40151715
SRR3670514_GSM2200808_Morular_embryo1_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16265969	4108798	11402734	754437	0	1300017	2808781	82578770	1640903	2824159	1060130	18681040	2925983	55446555
SRR3670514_GSM2200808_Morular_embryo1_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16133854	3490027	11856447	787378	2	1103761	2386266	69037990	1380006	2352242	933336	15506255	2682186	46183965
SRR3670515_GSM2200809_Morular_embryo1_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18240241	3959551	13474061	806628	1	992570	2966981	87517544	1817265	3058561	1134779	19886421	3121986	58498532
SRR3670515_GSM2200809_Morular_embryo1_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18098735	3373259	13894054	831421	1	834681	2538578	73462912	1531896	2557348	994922	16552927	2837122	48988697
SRR3670516_GSM2200810_Morular_embryo1_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	15940997	2672143	12734798	534056	0	782200	1889943	55874808	1095261	1999910	676112	12721161	1868133	37514231
SRR3670516_GSM2200810_Morular_embryo1_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	15813950	2294283	12955059	564608	0	664874	1629409	47338549	931809	1699195	599820	10721796	1730488	31655441
SRR3670517_GSM2200811_Morular_embryo1_single_cell_5_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	14992746	3544979	10687374	760393	0	1097025	2447954	71837210	974629	2403911	1036526	15370919	3141312	48909913
SRR3670517_GSM2200811_Morular_embryo1_single_cell_5_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	14874064	3021483	11072908	779673	0	926893	2094590	60361950	824666	2021014	896543	12881019	2792781	40945927
SRR3670518_GSM2200812_Morular_embryo1_single_cell_6_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16947372	3476518	12549287	921567	0	1303353	2173165	63943703	1155126	2275059	966971	14093449	2880093	42573005
SRR3670518_GSM2200812_Morular_embryo1_single_cell_6_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16791450	2957003	12863495	970952	0	1109240	1847763	53493540	974916	1895903	868438	11686411	2633660	35434212
SRR3670519_GSM2200813_Morular_embryo2_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17504746	3393562	11162499	2948685	0	1327381	2066181	59815643	1143513	2149624	700405	13710321	2299626	39812154
SRR3670519_GSM2200813_Morular_embryo2_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17338560	2816756	11517075	3004729	0	1055602	1761154	50083279	960062	1774370	666028	11404874	2182774	33095171
SRR3670520_GSM2200814_Morular_embryo2_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	21828957	5500571	14789373	1539011	2	1732242	3768329	110674609	2335729	3653706	1890426	24267655	5268036	73259057
